model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Mustang,2018,31991,1,28915,2,145,22.1,5
 Fiesta,2017,8499,0,28568,0,0,78.5,1.5
 Kuga,2017,29495,0,13988,0,145,64.2,1.5
 EcoSport,2018,13170,0,10546,2,145,54.3,1
 Kuga,2017,15549,0,13786,0,145,60.1,2
 EcoSport,2017,8999,0,40091,2,145,52.3,1
 Kuga,2017,14999,0,20000,0,145,60.1,2
 Fiesta,2016,8919,0,10010,2,125,54.3,1.2
 Fiesta,2017,9599,0,15000,2,145,65.7,1
 Fiesta,2017,8999,0,11754,2,145,54.3,1.2
 Fiesta,2018,12539,1,19555,2,145,54.3,1
 Fiesta,2018,11139,0,16742,2,145,65.7,1
 B-MAX,2017,10319,1,11617,2,145,44.1,1.6
 Fiesta,2018,12139,0,11064,2,145,62.8,1
 EcoSport,2017,10695,0,9034,0,30,64.2,1.5
 Fiesta,2018,11169,0,9267,2,145,65.7,1
 Fiesta,2018,12429,0,8508,2,145,62.8,1
 Fiesta,2017,9899,0,2366,2,145,54.3,1.2
 EcoSport,2017,10499,0,23618,2,145,53.3,1
 Focus,2016,9432,0,38322,2,20,60.1,1
 Fiesta,2017,10499,0,23843,2,145,62.8,1
 Fiesta,2017,9429,0,24024,2,145,65.7,1
 EcoSport,2018,13599,0,15000,2,145,54.3,1
 Ka+,2017,6999,0,18000,2,145,57.7,1.2
 Fiesta,2016,7147,0,11960,2,125,54.3,1.2
 B-MAX,2016,9520,0,16461,2,30,57.7,1
 Focus,2016,8100,0,59510,0,0,74.3,1.5
 Fiesta,2018,9700,0,23370,2,145,58.9,1
 S-MAX,2017,19150,0,23570,0,125,51.4,2
 Mondeo,2015,7210,0,79700,0,0,78.5,1.6
 Fiesta,2018,11690,0,11450,2,145,62.8,1
 EcoSport,2018,13650,0,4666,2,145,54.3,1
 Fiesta,2018,11360,0,17330,2,145,65.7,1
 Fiesta,2019,16399,0,11500,2,145,40.3,1.5
 Fiesta,2017,10445,0,10000,2,145,65.7,1
 Fiesta,2017,9545,0,12000,2,145,65.7,1
 Fiesta,2018,10799,0,12000,2,145,58.9,1
 Fiesta,2018,11091,0,17474,2,145,65.7,1
 Fiesta,2018,10899,0,14000,2,145,65.7,1
 Fiesta,2017,8999,0,10000,2,145,54.3,1.2
 Fiesta,2017,10739,0,16670,2,145,62.8,1
 Ka+,2018,9190,0,11990,2,150,43.5,1.2
 Fiesta,2017,8591,0,19295,2,145,64.2,1.1
 Focus,2016,9910,0,32316,2,20,60.1,1
 Fiesta,2017,10590,0,26324,2,145,65.7,1
 Focus,2015,13549,0,42322,0,20,67.3,2
 Focus,2018,19494,0,8228,2,145,41.5,2
 Fiesta,2018,11399,0,11740,2,145,65.7,1
 Focus,2017,10719,0,19891,2,145,60.1,1
 Focus,2016,9539,0,13101,2,20,61.4,1
 Focus,2019,16569,0,2828,2,145,60.1,1
 Focus,2017,9659,0,22887,2,20,61.4,1
 Focus,2019,16629,0,3575,2,145,60.1,1
 Fiesta,2014,6819,0,38313,2,0,65.7,1
 Fiesta,2018,10500,0,11044,2,145,65.7,1
 Focus,2018,13000,0,16475,0,150,74.3,1.5
 EcoSport,2015,8100,0,31377,2,125,53.3,1
 Focus,2018,14739,0,13986,2,145,58.9,1
 Kuga,2017,14299,0,23397,0,30,64.2,1.5
 Fiesta,2018,12532,0,5089,2,145,65.7,1
 Fiesta,2015,7200,0,25370,2,125,54.3,1.2
 Focus,2016,15877,0,13400,2,200,41.5,2
 Fiesta,2014,5750,0,39860,2,30,54.3,1.2
 S-MAX,2017,16201,0,36677,0,125,56.5,1.5
 Fiesta,2017,10250,0,26766,2,0,65.7,1
 Fiesta,2013,6990,0,41493,2,0,65.7,1
 Kuga,2017,12499,0,27611,0,30,64.2,1.5
 Fiesta,2017,8499,0,34711,2,0,65.7,1
 Fiesta,2018,9523,0,20827,2,145,64.2,1.1
 Focus,2016,9590,0,36342,2,20,60.1,1
 Focus,2018,15995,0,5154,2,145,60.1,1
 Focus,2018,15995,0,5154,2,145,60.1,1
 Focus,2016,9590,0,36342,2,20,60.1,1
 Fiesta,2018,9523,0,20827,2,145,64.2,1.1
 Fiesta,2017,8500,0,38139,2,150,65.7,1
 Focus,2017,9300,0,36687,2,150,60.1,1
 EcoSport,2015,8700,0,20865,2,125,53.3,1
 Fiesta,2017,10500,0,15296,2,0,65.7,1
 Fiesta,2016,9000,0,23209,2,0,65.7,1
 Edge,2017,19600,0,19027,0,145,48.7,2
 B-MAX,2017,8700,0,32204,2,30,55.4,1
 Focus,2018,12700,0,15705,2,145,57.7,1
 Kuga,2015,11500,1,32660,0,150,52.3,2
 Fiesta,2018,9700,0,12904,2,150,64.2,1.1
 Focus,2017,15500,0,24610,0,150,67.3,2
 Kuga,2018,14000,0,35548,0,150,64.2,1.5
 Focus,2017,11000,0,10278,2,20,61.4,1
 Fiesta,2014,7200,0,23594,2,0,65.7,1
 Fiesta,2018,11000,0,29954,2,150,62.8,1
 Fiesta,2018,12199,0,8259,2,145,65.7,1
 Fiesta,2018,12679,0,3590,2,145,65.7,1
 Kuga,2017,14719,0,22212,0,145,60.1,2
 Focus,2015,8629,0,38722,2,20,61.4,1
 Fiesta,2017,11299,0,22224,2,145,62.8,1
 Focus,2019,16499,0,8110,2,145,51.4,1.5
 Focus,2018,11899,0,4657,2,145,60.1,1
 Focus,2013,6120,0,64960,2,145,47.9,1.6
 Focus,2017,9830,0,26340,2,145,61.4,1
 Fiesta,2015,7770,0,24074,2,0,65.7,1
 Fiesta,2017,7600,0,14630,2,145,54.3,1.2
 Fiesta,2015,7000,0,37650,2,0,65.7,1
 Focus,2017,11370,0,14090,0,145,74.3,1.5
 Fiesta,2015,7930,0,39000,2,0,65.7,1
 Focus,2018,15000,0,16083,2,145,58.9,1
 Fiesta,2018,9995,0,17448,2,145,55.4,1.1
 Focus,2018,12995,0,11489,2,145,57.7,1
 Fiesta,2018,10995,0,11990,2,145,58.9,1
 B-MAX,2016,8495,0,25339,2,30,55.4,1
 Focus,2018,13710,0,25623,2,145,58.9,1
 Focus,2016,8500,0,50605,0,0,74.3,1.5
 Fiesta,2018,11699,0,6166,2,145,65.7,1
 Focus,2018,11989,0,9088,2,145,60.1,1
 Focus,2017,17994,0,17001,2,145,41.5,2
 Fiesta,2018,10999,0,14245,2,145,65.7,1
 Fiesta,2018,13084,0,5681,2,145,65.7,1
 Focus,2019,25799,0,3871,0,145,50.4,2
 Fiesta,2019,14999,0,3575,2,145,60.1,1
 EcoSport,2017,8864,0,35399,0,30,64.2,1.5
 Focus,2018,13299,0,10000,2,145,57.7,1
 Fiesta,2018,13499,0,5635,2,145,58.9,1
 Focus,2019,16995,0,10269,0,145,80.7,1.5
 Fiesta,2019,11995,0,11882,2,145,58.9,1
 Fiesta,2016,10295,1,8507,2,0,57.7,1
 Fiesta,2019,16795,0,877,2,145,55.4,1
 Fiesta,2018,11795,0,13645,2,145,62.8,1
 Kuga,2017,14995,0,26097,0,150,64.2,1.5
 B-MAX,2013,6995,0,31472,2,30,57.7,1
 Kuga,2017,14995,0,14059,0,30,64.2,1.5
 Fiesta,2017,9495,0,10386,2,145,65.7,1
 Fiesta,2015,9200,0,22640,2,0,65.7,1
 Fiesta,2018,10620,0,13240,2,145,65.7,1
 Fiesta,2016,9480,0,26435,2,0,65.7,1
 Edge,2017,23380,1,4426,0,145,48.7,2
 Focus,2017,10420,0,39039,0,145,74.3,1.5
 Mondeo,2016,10550,1,70729,0,125,58.9,2
 Focus,2019,18750,0,5252,2,145,51.4,1.5
 Focus,2018,19400,0,8973,2,145,41.5,2
 Focus,2017,11360,0,27961,0,145,74.3,1.5
 Fiesta,2018,11000,0,32675,2,145,56.5,1
 Fiesta,2018,11160,0,20372,2,145,56.5,1
 Fiesta,2018,10595,0,20106,2,145,65.7,1
 Focus,2018,13495,0,10335,2,145,57.7,1
 Focus,2019,15995,0,9304,2,145,60.1,1
 Focus,2017,11795,0,23572,2,125,51.4,1.5
 Ka+,2018,9295,0,5730,2,145,47.9,1.2
 Edge,2018,21495,1,35482,0,145,48.7,2
 Kuga,2017,14450,2,13450,2,145,38.2,1.5
 Focus,2018,18787,0,15464,2,145,41.5,2
 Focus,2018,13000,0,11589,0,145,74.3,1.5
 Focus,2017,12250,0,18138,2,145,60.1,1
 Focus,2018,14260,0,11296,2,145,58.9,1
 Fiesta,2019,14480,0,11903,2,145,58.9,1
 Fiesta,2019,14310,0,13500,2,145,58.9,1
 Focus,2019,15880,0,7932,0,145,80.7,1.5
 Focus,2018,11660,0,46995,2,145,60.1,1
 Fiesta,2018,11250,0,22175,2,145,56.5,1
 Fiesta,2014,5810,0,59858,2,30,54.3,1.2
 Fiesta,2017,8680,0,41491,2,145,65.7,1
 Kuga,2019,21790,0,11567,0,145,37.7,2
 Fiesta,2019,16610,0,7128,2,145,55.4,1
 Kuga,2019,19890,0,8500,0,145,47.9,2
 Kuga,2019,19460,0,13850,0,145,47.9,2
 Kuga,2019,19450,0,14010,0,145,47.9,2
 Kuga,2019,17500,0,28957,0,145,47.9,2
 Kuga,2019,19560,0,11028,0,145,47.9,2
 Fiesta,2019,11840,0,7259,2,145,58.9,1
 Focus,2019,18680,2,8900,0,145,74.3,1.5
 Focus,2019,16500,0,1010,0,145,80.7,1.5
 Focus,2018,12400,0,5343,2,145,60.1,1
 Focus,2018,15800,0,20871,0,145,67.3,2
 EcoSport,2019,17620,2,120,2,145,45.6,1
 Fiesta,2015,7700,0,38822,2,0,65.7,1
 Fiesta,2017,8800,0,20226,2,145,65.7,1
 Fiesta,2017,7510,0,21103,2,125,54.3,1.2
 Fiesta,2019,12390,0,4000,2,145,58.9,1
 Fiesta,2018,11450,0,14377,2,145,56.5,1
 S-MAX,2016,14310,0,52216,0,125,56.5,2
 Focus,2017,11990,2,27948,2,145,46.3,1.5
 Fiesta,2014,8810,1,23858,2,0,57.7,1
 Focus,2017,10200,0,13219,0,0,74.3,1.5
 Fiesta,2017,11250,1,23817,2,0,57.7,1
 Focus,2017,12590,1,14478,0,0,74.3,1.5
 Fiesta,2017,10230,0,28158,2,20,62.8,1
 Fiesta,2019,14995,0,15,2,145,58.9,1
 Fiesta,2019,14995,0,15,2,145,55.4,1
 Fiesta,2018,13995,0,6961,2,145,65.7,1
 Fiesta,2019,14995,0,15,2,145,58.9,1
 Fiesta,2019,15995,0,15,2,145,58.9,1
 Fiesta,2019,14995,0,15,2,145,58.9,1
 Focus,2019,25950,0,16,2,145,34.5,2.3
 C-MAX,2019,15995,2,10000,0,145,56.5,1.5
 Fiesta,2016,8695,0,32346,2,0,65.7,1
 Focus,2017,15995,0,19071,0,145,67.3,2
 Kuga,2019,20700,0,12501,0,145,39.2,2
 Kuga,2017,14020,0,18213,0,145,60.1,2
 Focus,2019,15950,0,9572,0,145,80.7,1.5
 Focus,2019,15320,0,8739,2,145,60.1,1
 Fiesta,2019,16990,2,3765,2,145,48.7,1
 C-MAX,2017,9191,0,37722,0,20,68.9,1.5
 Focus,2017,16767,0,14203,0,145,67.3,2
 EcoSport,2019,17690,0,11742,2,145,52.3,1
 Ka+,2018,7520,0,19318,2,145,57.7,1.2
 Kuga,2019,18800,0,8837,0,145,47.9,2
 Galaxy,2016,17995,0,28288,0,125,56.5,2
 Focus,2014,7997,0,42792,2,30,56.5,1
 Fiesta,2014,7771,1,28338,2,145,47.9,1.6
 Fiesta,2016,7997,0,21000,2,125,54.3,1.2
 Fiesta,2016,8397,0,29500,2,0,65.7,1
 Fiesta,2015,10494,0,24025,2,145,47.9,1.6
 EcoSport,2016,10500,0,19500,2,125,52.3,1
 Fiesta,2014,7697,0,36100,2,0,65.7,1
 Fiesta,2014,8997,1,28000,2,0,57.7,1
 S-MAX,2015,18992,2,16400,2,260,35.8,2
 Fiesta,2017,10020,0,15133,2,20,62.8,1
 Kuga,2014,10497,0,43068,0,145,53.3,2
 Fiesta,2017,9230,0,4218,2,125,54.3,1.2
 Grand C-MAX,2017,8691,0,58111,0,30,64.2,1.5
 Kuga,2017,16065,0,11087,0,125,60.1,2
 C-MAX,2016,10270,0,40729,0,20,68.9,1.5
 Focus,2014,7080,0,35879,2,30,56.5,1
 Kuga,2015,8725,0,73506,0,125,60.1,2
 Fiesta,2016,6592,0,64753,0,0,78.5,1.5
 Fiesta,2015,6982,0,35847,2,0,65.7,1
 Fiesta,2018,8800,0,21022,2,150,64.2,1.1
 Focus,2015,10490,0,15392,2,20,60.1,1
 Fiesta,2013,6990,0,39213,2,0,65.7,1
 Focus,2017,16980,0,24290,2,200,41.5,2
 Fiesta,2018,14920,0,5373,2,145,58.9,1
 Fiesta,2018,10370,0,21572,2,145,56.5,1
 Focus,2018,10240,0,32501,2,145,60.1,1
 Focus,2015,8130,0,41232,0,20,67.3,1.6
 Fiesta,2018,10460,0,26368,2,145,65.7,1
 Kuga,2017,11890,0,29678,0,145,54.3,2
 Fiesta,2016,9997,1,9000,2,145,47.9,1.6
 Fiesta,2014,7669,1,21700,2,145,47.9,1.6
 Fiesta,2013,7767,1,20000,2,145,47.9,1.6
 Fiesta,2015,7777,0,7939,2,30,54.3,1.2
 Fiesta,2014,9881,0,17610,2,145,47.9,1.6
 Fiesta,2016,10333,0,15800,2,20,62.8,1
 Fiesta,2017,7969,0,4750,2,125,54.3,1.2
 Fiesta,2017,11494,0,19745,2,145,47.9,1.6
 Fiesta,2016,9839,0,11717,2,20,62.8,1
 Fiesta,2016,9292,0,19350,2,20,62.8,1
 Fiesta,2017,8990,0,67336,2,150,47.9,1.6
 Kuga,2017,15300,0,27256,0,125,60.1,2
 Kuga,2017,14990,0,31598,0,150,60.1,2
 Fiesta,2018,10390,0,5402,2,150,64.2,1.1
 KA,2016,6190,0,13728,2,30,57.7,1.2
 EcoSport,2016,8995,0,39968,2,125,52.3,1
 Edge,2016,17995,0,34688,0,200,47.9,2
 Focus,2019,14995,0,6093,2,145,60.1,1
 Fiesta,2016,9950,0,16756,2,20,62.8,1
 Ka+,2017,8495,0,14640,2,145,57.7,1.2
 Kuga,2017,15575,0,19794,0,125,60.1,2
 Focus,2017,10480,0,30526,0,0,74.3,1.5
 Kuga,2017,14545,0,32813,0,125,60.1,2
 Focus,2018,13500,0,8134,2,145,57.7,1
 Kuga,2017,14990,0,32717,2,160,45.6,1.5
 Kuga,2017,15300,0,24477,0,125,60.1,2
 Ka+,2017,6830,0,16207,2,145,57.7,1.2
 Mondeo,2016,13320,0,29597,0,30,62.8,2
 Fiesta,2017,10510,0,11961,2,20,62.8,1
 Fiesta,2014,7020,0,16463,2,30,54.3,1.2
 Kuga,2018,16991,0,15956,0,145,64.2,1.5
 Fiesta,2018,10790,0,26357,2,145,65.7,1
 Focus,2018,17500,0,20881,0,145,67.3,2
 EcoSport,2018,14690,0,4352,2,145,54.3,1
 Ka+,2018,6990,0,15472,2,145,57.7,1.2
 Focus,2017,11790,0,13239,0,145,74.3,1.5
 Kuga,2017,14290,0,23444,0,145,64.2,1.5
 Fiesta,2018,8500,0,38779,2,145,64.2,1.1
 Fiesta,2018,11790,1,31476,2,145,54.3,1
 Fiesta,2019,15290,0,7144,2,150,58.9,1
 Fiesta,2018,14290,0,13263,2,150,65.7,1
 Edge,2019,33591,1,1537,0,150,37.2,2
 Fiesta,2018,11200,0,11997,2,145,65.7,1
 Fiesta,2018,9790,0,13170,2,150,65.7,1
 Kuga,2018,15000,0,17119,0,150,64.2,1.5
 Focus,2018,12990,0,20425,2,150,57.7,1
 Kuga,2018,15990,0,17105,0,150,47.9,2
 Fiesta,2018,10790,0,11924,2,150,65.7,1
 Fiesta,2018,14990,0,8895,2,150,65.7,1
 Fiesta,2015,5790,0,47281,2,125,54.3,1.2
 Focus,2017,10690,0,17113,2,145,61.4,1
 Focus,2015,6690,0,76216,2,20,61.4,1
 Focus,2015,7990,0,28971,2,20,60.1,1
 S-MAX,2019,25990,0,12567,0,145,54.3,2
 Fiesta,2018,8990,0,9616,2,145,64.2,1.1
 Fiesta,2018,9700,0,8335,2,145,65.7,1
 Focus,2018,18765,0,17039,2,145,41.5,2
 Focus,2018,18500,0,12514,2,145,41.5,2
 B-MAX,2016,8200,0,23002,0,0,74.4,1.5
 Fiesta,2018,10990,0,24674,2,145,65.7,1
 C-MAX,2017,11490,0,4873,2,30,55.4,1
 Focus,2018,12290,0,8067,2,150,60.1,1
 Focus,2014,6790,0,51341,2,30,56.5,1
 Focus,2018,12990,0,13470,0,150,74.3,1.5
 Kuga,2019,18500,0,5787,0,150,54.3,1.5
 EcoSport,2016,9790,0,16942,2,125,52.3,1
 Fiesta,2016,7790,0,54503,2,0,65.7,1
 Fiesta,2018,9790,0,9575,2,150,64.2,1.1
 Fiesta,2014,6490,0,29607,2,30,54.3,1.2
 Focus,2018,11800,0,12621,2,145,60.1,1
 Fiesta,2018,9690,0,10567,2,145,64.2,1.1
 Kuga,2017,16500,1,27653,0,145,54.3,2
 Fiesta,2018,11500,0,5505,2,145,65.7,1
 Focus,2018,18500,0,16970,2,145,41.5,2
 Fiesta,2017,10901,0,12890,2,145,65.7,1
 Fiesta,2018,8490,0,24792,2,150,64.2,1.1
 Focus,2018,17990,0,7519,2,145,41.5,2
 Kuga,2018,20990,1,12365,0,145,54.3,2
 Kuga,2016,15290,0,26543,0,145,54.3,2
 Focus,2016,9990,1,32618,0,0,74.3,1.5
 Focus,2019,17990,0,5298,2,150,60.1,1
 Focus,2018,11990,0,23915,2,150,60.1,1
 Fiesta,2017,9500,0,24013,2,150,65.7,1
 Focus,2018,15790,0,46286,2,150,41.5,2
 Focus,2018,11990,0,12956,2,150,60.1,1
 Fiesta,2018,9990,0,10691,2,150,64.2,1.1
 Focus,2018,13190,0,22786,2,150,51.4,1.5
 Fiesta,2019,11690,0,13,2,150,58.9,1
 Fiesta,2015,7790,0,35155,2,0,65.7,1
 Fiesta,2018,9700,0,8769,2,145,64.2,1.1
 Fiesta,2018,12000,0,7760,2,145,65.7,1
 Fiesta,2018,11290,0,13585,2,145,65.7,1
 EcoSport,2018,13790,0,4979,2,145,54.3,1
 Fiesta,2018,11690,0,12127,2,145,65.7,1
 Fiesta,2019,18591,1,2341,2,145,48.7,1
 Focus,2014,8500,0,23800,2,30,56.5,1
 Focus,2018,12990,0,11785,2,145,60.1,1
 EcoSport,2018,15500,0,7310,2,145,54.3,1
 Fiesta,2018,11690,0,8156,2,145,65.7,1
 Focus,2018,17500,0,2908,2,145,60.1,1
 S-MAX,2019,30000,1,623,0,145,43.5,2
 S-MAX,2019,28000,0,7400,0,145,54.3,2
 Focus,2019,17200,0,5989,2,145,60.1,1
 Fiesta,2019,15500,0,7504,2,145,61.4,1
 Fiesta,2018,11500,0,31520,2,145,65.7,1
 Focus,2019,17500,2,11211,2,145,48.7,1
 Fiesta,2017,12000,0,18605,2,145,65.7,1
 Kuga,2019,19500,0,4596,0,145,54.3,1.5
 Fiesta,2018,10500,0,25367,2,145,58.9,1
 Focus,2018,12000,0,14917,2,145,60.1,1
 Fiesta,2018,10000,0,13691,2,145,65.7,1
 Fiesta,2018,11500,0,2729,2,145,58.9,1
 Fiesta,2016,8400,0,28000,2,125,54.3,1.2
 Fiesta,2018,10800,0,15356,2,145,65.7,1
 Fiesta,2018,10500,0,8363,2,145,58.9,1
 Fiesta,2018,10000,0,15682,2,145,65.7,1
 Focus,2018,13700,0,12686,2,145,57.7,1
 Mondeo,2014,7000,0,73883,0,30,62.8,2
 Kuga,2016,10500,0,40016,0,125,60.1,2
 Fiesta,2018,11500,0,13820,2,145,65.7,1
 Focus,2016,17000,0,17456,0,20,67.3,2
 Fiesta,2018,10500,0,6042,2,145,64.2,1.1
 Galaxy,2018,17900,0,37411,0,145,56.5,2
 Kuga,2017,15500,0,13240,0,150,60.1,2
 B-MAX,2013,7200,0,36914,2,30,57.7,1
 Fiesta,2015,7500,0,23658,2,125,54.3,1.2
 Fiesta,2018,10499,0,11143,2,145,65.7,1
 Fiesta,2018,11695,0,12874,2,150,65.7,1
 Mondeo,2013,6500,0,61074,0,150,53.3,2
 Focus,2017,10500,0,21718,2,150,60.1,1
 Fiesta,2015,6700,0,52353,2,30,54.3,1.2
 Edge,2018,24000,1,9412,0,150,47.9,2
 Kuga,2017,16500,0,30190,0,150,60.1,2
 Kuga,2017,18200,0,15210,0,150,54.3,2
 Focus,2017,10200,0,29805,2,150,60.1,1
 Fiesta,2018,10800,0,19153,2,145,65.7,1
 Fiesta,2017,10200,0,23403,2,145,65.7,1
 EcoSport,2018,15500,0,9500,2,145,51.4,1
 Fiesta,2018,8990,0,15141,2,150,64.2,1.1
 Kuga,2019,18500,0,8913,2,145,35.3,1.5
 Fiesta,2017,9500,0,18928,2,145,64.2,1.1
 Focus,2018,15000,0,15918,2,145,60.1,1
 Kuga,2018,18200,0,21930,2,150,39.2,1.5
 EcoSport,2017,10000,0,27064,2,160,44.8,1.5
 Focus,2018,19000,0,12130,2,145,41.5,2
 Focus,2018,12000,0,20045,0,145,74.3,1.5
 C-MAX,2016,11500,1,15565,0,20,64.2,1.5
 Fiesta,2017,9200,0,45500,0,150,85.6,1.5
 Fiesta,2015,6800,0,19784,2,125,54.3,1.2
 Fiesta,2017,11175,0,6745,2,145,65.7,1
 B-MAX,2014,6990,1,23521,2,160,44.1,1.6
 Kuga,2018,19272,1,18472,0,150,54.3,2
 Focus,2017,11795,0,30564,2,145,58.9,1
 Focus,2014,12750,0,33202,2,235,39.2,2
 Edge,2016,20490,1,20331,0,200,47.9,2
 Fiesta,2016,9795,0,15000,2,0,65.7,1
 Fiesta,2017,10795,0,13000,2,145,65.7,1
 C-MAX,2015,10795,0,10500,2,30,55.4,1
 EcoSport,2017,10295,0,8000,0,150,64.2,1.5
 Fiesta,2017,10699,1,9896,2,145,57.7,1
 EcoSport,2017,9377,0,26775,2,125,52.3,1
 Fiesta,2018,13100,0,8419,2,145,62.8,1
 Fiesta,2018,10800,0,5110,2,145,64.2,1.1
 Fiesta,2018,12700,0,14380,2,145,65.7,1
 Fiesta,2018,11600,0,12836,2,145,65.7,1
 Kuga,2017,16300,0,15883,0,145,60.1,2
 EcoSport,2017,10975,0,23149,2,145,53.3,1
 Galaxy,2018,18000,0,37085,0,145,56.5,2
 Fiesta,2018,10600,0,33080,2,145,65.7,1
 Fiesta,2017,12000,1,14916,2,0,57.7,1
 EcoSport,2018,16000,0,1520,0,145,67.3,1.5
 Fiesta,2019,18000,0,1793,2,145,55.4,1
 Focus,2018,15299,2,12315,2,145,50.4,1
 Fiesta,2019,16000,0,3557,2,145,55.4,1
 Focus,2019,16499,0,13728,2,145,49.6,1
 Focus,2019,19000,2,12859,2,145,41.5,1
 Focus,2019,15299,0,9742,2,145,60.1,1
 Focus,2019,16000,0,10263,2,145,58.9,1
 Focus,2018,16000,0,12702,2,145,58.9,1
 Focus,2017,11995,0,15000,2,145,60.1,1
 Focus,2018,17000,0,11910,2,145,58.9,1
 Kuga,2019,25000,1,4688,0,145,42.2,2
 Galaxy,2018,24499,2,8339,0,145,52.3,2
 Fiesta,2019,14000,0,3889,2,145,56.5,1
 Fiesta,2019,15000,0,9988,2,145,58.9,1
 Mondeo,2018,19000,2,15647,0,145,57.7,2
 Mondeo,2015,11499,0,31302,0,30,64.2,2
 Focus,2018,16000,0,9699,2,145,58.9,1
 Galaxy,2018,23499,0,4753,0,145,56.5,2
 Kuga,2017,19000,0,17501,0,145,60.1,2
 Edge,2018,24999,1,27215,0,150,47.9,2
 Kuga,2018,19499,0,24297,0,145,54.3,2
 Focus,2019,17000,0,9960,2,145,60.1,1
 Focus,2018,17000,0,4853,2,145,60.1,1
 EcoSport,2018,13495,0,11852,2,145,53.3,1
 Edge,2016,18700,0,21476,0,205,47.9,2
 Focus,2016,8750,0,39556,2,20,60.1,1
 Kuga,2018,18400,0,9929,0,150,54.3,1.5
 Fiesta,2018,10308,0,31997,2,145,65.7,1
 Focus,2019,16470,0,9083,2,145,60.1,1
 Focus,2019,18299,0,731,2,145,60.1,1
 Ka+,2019,10499,0,4893,2,145,47.9,1.2
 Ka+,2019,11000,0,4485,2,145,47.9,1.2
 Ka+,2019,11000,0,1645,2,145,47.9,1.2
 Ka+,2019,11299,0,3439,2,145,47.9,1.2
 Ka+,2017,8000,0,10084,2,145,57.7,1.2
 EcoSport,2019,19000,0,4325,2,145,52.3,1
 Focus,2017,11000,0,10981,2,20,61.4,1
 Fiesta,2017,12499,0,4277,2,145,62.8,1
 Focus,2017,12499,0,10276,2,145,60.1,1
 Fiesta,2019,14000,0,1384,2,145,48.7,1.1
 Fiesta,2019,14000,0,1559,2,145,48.7,1.1
 Fiesta,2019,14000,0,886,2,145,48.7,1.1
 Focus,2018,20000,0,13856,2,145,41.5,2
 EcoSport,2018,15000,0,10549,2,145,54.3,1
 Ka+,2018,8000,0,4750,2,145,57.7,1.2
 Ka+,2018,7799,0,8169,2,145,57.7,1.2
 Ka+,2018,8000,0,4977,2,145,57.7,1.2
 Puma,2020,23000,0,363,2,145,50.4,1
 Fiesta,2017,9799,0,23337,2,0,65.7,1
 Focus,2018,16999,0,7530,0,145,80.7,1.5
 Fiesta,2019,14000,0,4336,2,145,58.9,1
 EcoSport,2019,17000,0,1743,0,145,64.2,1.5
 Focus,2019,15000,0,5842,0,145,80.7,1.5
 Kuga,2017,17000,0,15555,0,145,54.3,2
 Fiesta,2017,10000,0,28969,2,145,65.7,1
 Fiesta,2014,7499,0,17551,2,0,65.7,1
 Ka+,2018,10699,0,2618,2,145,43.5,1.2
 Fiesta,2017,9200,0,7391,2,0,65.7,1
 Fiesta,2019,15000,0,1035,2,145,58.9,1
 Fiesta,2018,10700,0,3475,2,145,64.2,1.1
 Focus,2019,16000,0,8325,2,145,58.9,1
 Ka+,2018,10000,0,5846,2,145,47.9,1.2
 Fiesta,2019,14000,0,1459,2,145,48.7,1.1
 Fiesta,2015,8070,0,13324,2,30,54.3,1.2
 Fiesta,2016,9710,0,21314,2,20,62.8,1
 Focus,2013,4995,0,74015,0,20,67.3,1.6
 KA,2015,5420,0,12809,2,30,57.7,1.2
 Focus,2018,12030,0,18770,2,145,57.7,1
 Mondeo,2015,11414,0,20486,0,20,67.3,2
 Fiesta,2015,5800,0,71200,0,0,78.5,1.5
 Fiesta,2016,7795,0,46891,2,0,65.7,1
 Edge,2016,15995,0,73079,0,160,48.7,2
 EcoSport,2019,14995,0,5806,2,145,53.3,1
 Focus,2018,12600,0,23164,0,145,74.3,1.5
 Fiesta,2018,12750,0,7026,2,145,65.7,1
 Fiesta,2018,12600,0,9674,2,145,65.7,1
 Fiesta,2018,10500,0,15675,2,145,65.7,1
 Mondeo,2019,19500,0,23,0,145,65.7,2
 Mondeo,2019,19500,0,33,0,145,65.7,2
 Fiesta,2015,7495,0,31945,2,0,65.7,1
 Fiesta,2016,9950,0,21105,0,0,78.5,1.5
 Fiesta,2016,8250,0,24220,2,0,65.7,1
 Fiesta,2019,14995,0,51,2,145,58.9,1
 Fiesta,2019,13495,0,6000,0,145,58.9,1.5
 Kuga,2019,23995,2,400,0,145,47.9,2
 EcoSport,2019,16995,0,6000,2,145,53.3,1
 B-MAX,2015,7245,0,46510,2,30,55.4,1
 Galaxy,2016,18995,0,11850,0,125,56.5,2
 Ka+,2019,9695,0,10040,2,145,43.5,1.2
 Fiesta,2018,13495,0,11395,2,145,65.7,1
 Fiesta,2017,8995,0,34682,2,145,65.7,1
 Fiesta,2017,8795,0,25456,2,145,65.7,1
 Focus,2017,11000,0,27530,2,20,60.1,1
 Fiesta,2017,8799,0,18378,2,125,54.3,1.2
 Fiesta,2018,15699,0,10000,2,145,62.8,1
 Fiesta,2018,11000,0,7485,2,145,65.7,1
 Fiesta,2016,10000,0,17431,2,20,62.8,1
